아이디,한자,구자,부수,총획,학년,추가연도,삭제연도,발음,훈음,뜻
0718,材,,木,7,4,,,ザイ,재목 재,1.재목 2.재료 3.재주 4.재주있는사람
0719,剤,劑,刀,10,S,,,ザイ,약제 제,
0720,財,,貝,10,5,,,ザイ、（サイ）,재물 재,1.보물 2.재물 3.경제활동을촉진하는데필요한돈(물건)
0721,罪,,网,13,5,,,ザイ、つみ,허물 죄,1.죄 2.(종교에서)죄 3.형벌 4.못할짓 5.무자비함
0722,崎,,山,11,4,1981,,さき,험할 기,1.(｢先さき｣의뜻) 2.갑 3.산이튀어나온끝 4.곶 5.산부리
0723,作,,人,7,2,,,サク、サ、つく-る,지을 작,1.만들다 2.일 3.거동 4.꾀하다 5.농사일
0724,削,,刀,9,S,,,サク、けず-る,깎을 삭,1.깎아내다 2.줄이다 3.시문(詩文)등을손질하여고침
0725,昨,,日,9,4,,,サク,어제 작,1.어제 2.옛날 3.이전
0726,柵,,木,9,S,2010,,サク,울타리 책,1.울짱 2.성채(城砦) 3.목책(木柵)
0727,索,,糸,10,S,,,サク,찾을 색/ 동아줄 삭,1.새끼줄 2.찾다 3.없어지다 4.쓸쓸하다 5.밧줄
0728,策,,竹,12,6,,,サク,꾀 책,1.책략 2.대책 3.계략
0729,酢,,酉,12,S,,,サク、す,식초 초,
0730,搾,,手,13,S,,,サク、しぼ-る,짤 착,1.짜다 2.죄다 3.짜내다 4.압축하다
0731,錯,,金,16,S,,,サク,어긋날 착,1.섞이다 2.엇갈리다 3.틀리다 4.교대로 5.뒤섞이다
0732,咲,,口,9,S,,,さ-く,꽃필 소,1.웃다 2.남의처분을기대할때의겸손한말
0733,冊,册,冂,5,6,,,サツ、サク,책 책,
0734,札,,木,5,4,,,サツ、ふだ,편지 찰,1.표 2.승차권 3.입찰 4.편지 5.지폐
0735,刷,,刀,8,4,,,サツ、す-る,인쇄할 쇄,1.찍다 2.쓸다 3.인쇄하다 4.닦다 5.깨끗이하다
0736,刹,,刀,8,S,2010,,サツ、セツ,절 찰,1.절 2.사원
0737,拶,,手,9,S,2010,,サツ,핍박할 찰,
0738,殺,殺,殳,10,5,,,サツ、（サイ）、（セツ）、ころ-す,죽일 살/ 덜 쇄,1.죽이다 2.거칠다 3.없애다 4.깎다 5.뜻을강조하기위해덧붙이는말
0739,察,,宀,14,4,,,サツ,살필 찰,1.명백함 2.살피다 3.추측하다 4.분명히하다 5.자세히보다
0740,撮,,手,15,S,,,サツ、と-る,사진 찍을 촬,1.손가락으로집다 2.사진을찍다 3.요점을파악하다
0741,擦,,手,17,S,,,サツ、す-る、す-れる,문지를 찰,1.비비다 2.문지르다 3.어루만지다
0742,雑,雜,隹,14,5,,,ザツ、ゾウ,섞일 잡,1.섞이다 2.뒤섞이다 3.가지각색임 4.조잡하다 5.어수선하고번거롭다
0743,皿,,皿,5,3,1981,,さら,그릇 명,
0744,三,,一,3,1,,,サン、み、み-つ、みっ-つ,석 삼,1.삼 2.셋 3.세 4.석
0745,山,,山,3,1,,,サン、やま,뫼 산,1.산 2.광산 3.산더미 4.(물건둘레의) 높은부분 5.고비
0746,参,參,厶,8,4,,,サン、まい-る,참여할 참/석 삼,1.참가하다 2.(절등에)가다 3.(윗사람을)만나다 4.참고하다 5.숫자三의갖은자
0747,桟,棧,木,10,S,1981,,サン,사다리 잔,1.잔교 2.장선 3.(마루밑의)가로목 4.동귀틀
0748,蚕,蠶,虫,10,6,,,サン、かいこ,누에 잠,
0749,惨,慘,心,11,S,,,サン、ザン、みじ-め,참혹할 참,1.마음이아프다 2.참혹하다 3.애처롭다
0750,産,產,生,11,4,,,サン、う-む、う-まれる、うぶ,낳을 산,1.낳다 2.생산하다 3.만들어낸물건 4.재산 5.탄생하다
0751,傘,,人,12,S,1981,,サン、かさ,우산 산,1.우산 2.(비유적으로)우산 3.양산
0752,散,,攴,12,4,,,サン、ち-る、ち-らす、ち-らかす、ち-らかる,흩을 산,1.흩어지다 2.산만하다 3.한가하다 4.쓸모없다 5.가루약
0753,算,,竹,14,2,,,サン,셈 산,
0754,酸,,酉,14,5,,,サン、す-い,실 산,1.초 2.'酸素さんそ'의준말 3.쓰라리다 4.가난하다 5.신맛
0755,賛,贊,貝,15,5,,,サン,도울 찬,1.칭찬하다 2.찬조하다 3.한문문체의하나 4.화중(畵中)의제문·제시(題詩) 5.찬양하다
0756,残,殘,歹,10,4,,,ザン、のこ-る、のこ-す,남을 잔,1.뒤에남다 2.빠지다 3.손상하다 4.흠내다 5.끔찍하다
0757,斬,,斤,11,S,2010,,ザン、き-る,벨 참,
0758,暫,,日,15,S,,,ザン,잠깐 잠,잠깐
0759,士,,士,3,5,,,シ,선비 사,1.무사 2.학덕있는인사 3.관직에있는남자 4.남자의미칭 5.군인
0760,子,,子,3,1,,,シ、ス、こ,아들 자,1.자식 2.양자 3.(동물의)새끼 4.어린아이 5.소녀
0761,支,,支,4,5,,,シ、ささ-える,지탱할 지,1.지탱하다 2.흐트러지다 3.갈라지다 4.나누어주다 5.지불하다
0762,止,,止,4,2,,,シ、と-まる、と-める,그칠 지,1.멈추다 2.억제하다 3.금하다 4.그치다 5.서있을때의행동
0763,氏,,氏,4,4,,,シ、うじ,각시/ 성씨 씨,1.씨족 2.성씨 3.사람 4.남자
0764,仕,,人,5,3,,,シ、（ジ）、つか-える,섬길 사,1.출사하다 2.섬기다
0765,史,,口,5,5,,,シ,사기 사,1.시대의변천 2.사관 3.뛰어난여자 4.역사
0766,司,,口,5,4,,,シ,맡을 사,1.다스리다 2.관청 3.담당하다 4.관리 5.관리하는사람
0767,四,,囗,5,1,,,シ、よ、よ-つ、よっ-つ、よん,넉 사,1.사 2.넷
0768,市,,巾,5,2,,,シ、いち,저자 시,1.저자 2.장사 3.시내 4.행정구역의하나 5.시장
0769,矢,,矢,5,2,,,シ、や,화살 시,
0770,旨,,日,6,S,,,シ、むね,뜻 지,
0771,死,,歹,6,3,,,シ、し-ぬ,죽을 사,1.죽음 2.사
0772,糸,絲,糸,6,1,,,シ、いと,실 사,1.사(絲) 2.줄 3.(현악기의)현 4.낚싯줄 5.실
0773,至,,至,6,6,,,シ、いた-る,이를 지,1.이르다 2.극에달하다 3.해가남북의극점에다다른때 4.다다르다 5.지극히
0774,伺,,人,7,S,,,シ、うかが-う,엿볼 사,1.살피다 2.문안하다
0775,志,,心,7,5,,,シ、こころざ-す、こころざし,뜻 지,1.(하고자하는)뜻 2.호의 3.촌지(寸志) 4.망자(亡者)에의추도공양 5.또는그런뜻으로보내는물건
0776,私,,禾,7,6,,,シ、わたくし、わたし,사사로울 사,1.사 2.사리(私利) 3.비밀 4.저 5.나
0777,使,,人,8,3,,,シ、つか-う,하여금 사,1.쓰다 2.심부름 3.'使用者しようしゃ사용자'의준말 4.사용하다 5.심부름보내다
0778,刺,,刀,8,S,,,シ、さ-す、さ-さる,찌를 자,1.찌르다 2.찔러죽이다 3.수놓음 4.가시 5.상대방의마음을찌르는듯이나무라다
0779,始,,女,8,3,,,シ、はじ-める、はじ-まる,비로소 시,1.처음 2.비롯되다 3.사물의시초 4.시작하다 5.근원
0780,姉,,女,8,2,,,シ、あね,손윗누이 자,1.누나 2.형수 3.처형 4.언니
0781,枝,,木,8,5,,,シ、えだ,가지 지,1.가지 2.(비유적으로)가지
0782,祉,祉,示,8,S,,,シ,복 지,1.행복 2.복
0783,肢,,肉,8,S,1981,,シ,팔다리 지,1.팔다리 2.본체에서갈라져나온것
0784,姿,,女,9,6,,,シ、すがた,모양 자,1.모습 2.몸매 3.형체 4.옷차림 5.(눈에비치는사람의)모습
0785,思,,心,9,2,,,シ、おも-う,생각 사,1.생각하다 2.느끼다 3.사모하다 4.생각 5.생각에잠기다
0786,指,,手,9,3,,,シ、ゆび、さ-す,가리킬 지,
0787,施,,方,9,S,,,シ、セ、ほどこ-す,베풀 시,⇒し(참조어)
0788,師,,巾,10,5,,,シ,스승 사,1.스승 2.군사 3.성직(聖職)에있는사람에대한높임말 4.도회지 5.선생님
0789,恣,,心,10,S,2010,,シ,방자할 자,
0790,紙,,糸,10,2,,,シ、かみ,종이 지,1.종이 2.글자를쓴종이 3.'新聞紙しんぶんし'의준말 4.紙魚しみ좀 5.문서
0791,脂,,肉,10,S,,,シ、あぶら,기름 지,
0792,視,視,見,11,6,,,シ,볼 시,1.보다 2.…으로보다 3.잘살펴보다 4.…하다고생각하다 5.조사하다
0793,紫,,糸,12,S,,,シ、むらさき,자주빛 자,1.지치 2.자색 3.간장 4.'しょうゆ'의딴이름 5.보랏빛
0794,詞,,言,12,6,,,シ,말 사,1.말 2.문장 3.시문(詩文)
0795,歯,齒,齒,12,3,,,シ、は,이 치,1.이 2.(기계·도구등의)이 3.(げた·あしだ의)굽 4.살
0796,嗣,,口,13,S,,,シ,이을 사,1.사 2.가문을이음 3.후사 4.상속인
0797,試,,言,13,4,,,シ、こころ-みる、ため-す,시험 시,1.시도 2.시험 3.시도하다 4.시험하다
0798,詩,,言,13,3,,,シ,시 시,1.한시 2.시경 3.시
0799,資,,貝,13,5,,,シ,재물 자,1.자본 2.자료 3.자질 4.자금 5.재료
0800,飼,飼,食,13,5,,,シ、か-う,기를 사,
0801,誌,,言,14,6,,,シ,기록할 지,1.기록하다 2.기록 3.'雑誌ざっし'의준말 4.기억하다 5.기록문
0802,雌,,隹,14,S,,,シ、め、めす,암컷 자,
0803,摯,,手,15,S,2010,,シ,잡을 지,
0804,賜,,貝,15,S,,,シ、たまわ-る,줄 사,
0805,諮,,言,16,S,,,シ、はか-る,물을 자,1.듣다 2.묻다 3.자문하다
0806,示,,示,5,5,,,ジ、シ、しめ-す,보일 시,1.나타내다 2.알리다 3.가르치다 4.지시하다
0807,字,,子,6,1,,,ジ、あざ,글자 자,1.자 2.한자 3.글씨 4.글자 5.필적
0808,寺,,寸,6,2,,,ジ、てら,절 사,1.절 2.관청 3.사원
0809,次,,欠,6,3,,,ジ、シ、つ-ぐ、つぎ,버금 차,1.(차례의)다음 2.(지위의)다음 3.역참 4.버금
0810,耳,,耳,6,1,,,ジ、みみ,귀 이,1.귀 2.청력 3.귓바퀴 4.(물건의)족자리 5.(종이·직물등의)변폭(邊幅)
0811,自,,自,6,2,,,ジ、シ、みずか-ら,스스로 자,1.자신 2.스스로 3.자의 4.…에서 5.自惚うぬぼれ자만·自棄やけ자포자기
0812,似,,人,7,5,,,ジ、に-る,닮을 사,…(과)닮음
0813,児,兒,儿,7,4,,,ジ、（ニ）,아이 아,1.어린이 2.'児童じどう'의준말 3.자식 4.연소자 5.유아
0814,事,,亅,8,3,,,ジ、（ズ）、こと,일 사,1.일 2.(세상)일 3.사실 4.할일 5.사건
0815,侍,,人,8,S,,,ジ、さむらい,모실 시,1.무사 2.(옛날 3.<속어>호걸 4.무술로)귀인또는영주의신변을지키던사람
0816,治,,水,8,4,,,ジ、チ、おさ-める、おさ-まる、なお-る、なお-す,다스릴 치,1.치 2.태평함 3.정치 4.치세
0817,持,,手,9,3,,,ジ、も-つ,가질 지,1.가지다 2.비김 3.지니다 4.호각지세로우열이없음 5.지탱하다
0818,時,,日,10,2,,,ジ、とき,때 시,1.때 2.시간 3.시각 4.시점 5.기한
0819,滋,,水,12,4,,,ジ,불을 자,1.우거지다 2.늘다 3.자라다 4.늘게하다 5.기르다
0820,慈,,心,13,S,,,ジ、いつく-しむ,사랑 자,1.귀여워하다 2.자비 3.慈姑くわい자고(쇠귀나물) 4.사랑하다 5.애육하다
0821,辞,辭,辛,13,4,,,ジ、や-める,말씀 사,
0822,磁,,石,14,6,,,ジ,자석 자,1.자석 2.도자기 3.자력 4.사기그릇
0823,餌,,食,15,S,2010,,ジ、えさ、え,미끼 이,1.미끼 2.먹이 3.(사람을꾀는)미끼 4.모이 5.사료
0824,璽,,玉,19,S,,,ジ,옥새 새,
0825,鹿,,鹿,11,4,2010,,しか、（か）,사슴 록,사슴
0826,式,,弋,6,3,,,シキ,법 식,1.일정한방식 2.의식 3.방식의종류 4.식 5.律令りつりょう의시행세칙
0827,識,,言,19,5,,,シキ,알 식,
0828,軸,,車,12,S,,,ジク,굴대 축,1.(회전체의)축 2.(두루마리의)축 3.족자 4.대 5.(식물의)축
0829,七,,一,2,1,,,シチ、なな、なな-つ、（なの）,일곱 칠,1.일곱 2.七夕たなばた칠석·七葉樹とちのき칠엽수·七五三縄しちごさんしめなわ금줄
0830,𠮟-叱,,口,5,S,2010,,シツ、しか-る,,
0831,失,,大,5,4,,,シツ、うしな-う,잃을 실,1.잃다 2.잊다 3.잘못하다 4.없애다 5.떨어뜨리다
0832,室,,宀,9,2,,,シツ、むろ,집 실,1.집 2.가족 3.처 4.굴 5.실성(室星)
0833,疾,,疒,10,S,,,シツ,병 질,1.병 2.고민 3.싫어하다 4.빠르다 5.질병
0834,執,,土,11,S,,,シツ、シュウ、と-る,잡을 집,1.잡다 2.쥐다 3.다루다 4.붙잡다 5.고집하다
0835,湿,濕,水,12,S,,,シツ、しめ-る、しめ-す,젖을 습,1.젖다 2.적시다
0836,嫉,,女,13,S,2010,,シツ,미워할 질,1.시샘하다 2.(남녀간에)질투하다 3.시기하다 4.투기하다
0837,漆,,水,14,S,,,シツ、うるし,옻 칠,
0838,質,,貝,15,5,,,シツ、シチ、（チ）,바탕 질,1.질 2.품질 3.자질 4.성질
0839,実,實,宀,8,3,,,ジツ、み、みの-る,열매 실,1.실질 2.성의 3.사실 4.실적 5.진실
0840,芝,,艸,6,S,,,しば,잡초 지,잔디
0841,写,寫,宀,5,3,,,シャ、うつ-す、うつ-る,베낄 사,1.베끼다 2.(사진·영화를)찍다 3.그리다
0842,社,社,示,7,2,,,シャ、やしろ,모일 사,1.나라의신 2.신전 3.단체 4.'会社かいしゃ'등의준말 5.세상
0843,車,,車,7,1,,,シャ、くるま,수레 차/수레 거,
0844,舎,舍,舌,8,5,,,シャ,집 사,1.집 2.(행군할때)숙영하는곳 3.머물다 4.별자리 5.자기의
0845,者,者,老,8,3,,,シャ、もの,놈 자,1.행위·상태의주체 2.시간을나타내는데붙여씀 3.사람·사물
0846,射,,寸,10,6,,,シャ、い-る,쏠 사,1.활을쏘다 2.총포를쏘다 3.힘차게나가다 4.겨냥하여맞히다 5.노리다
0847,捨,,手,11,6,,,シャ、す-てる,버릴 사,1.버리다 2.베풀다 3.마음을평등평안하게함 4.기부하다
0848,赦,,赤,11,S,,,シャ,용서할 사,
0849,斜,,斗,11,S,,,シャ、なな-め,비스듬할 사,1.비스듬함 2.경사
0850,煮,煮,火,12,S,,,シャ、に-る、に-える、に-やす,삶을 자,1.삶음 2.또는그정도
0851,遮,,辵,14,S,1981,,シャ、さえぎ-る,가릴 차,1.차단하다 2.방해하다
0852,謝,,言,17,5,,,シャ、あやま-る,사례할 사,1.거절하다 2.작별을고하다 3.쇠퇴하다 4.사례하다 5.사죄하다
0853,邪,,邑,8,S,,,ジャ,간사할 사,
0854,蛇,,虫,11,S,1981,,ジャ、ダ、へび,뱀 사,뱀
0855,尺,,尸,4,6,,,シャク,자 척,1.자 2.한자정도의 3.편지 4.(나이의)두살반 5.길이의단위
0856,借,,人,10,4,,,シャク、か-りる,빌릴 차,1.(남의것을)빌다 2.용서하다 3.임시로 4.빚 5.시험삼아
0857,酌,,酉,10,S,1981,,シャク、く-む,술 부을 작,1.술을따르다 2.짐작하다 3.술을따라마시다
0858,釈,釋,釆,11,S,,,シャク,풀 석,1.해석하다 2.변명하다 3.풀리다 4.희석하다 5.버리다
0859,爵,,爪,17,S,,,シャク,벼슬 작,
0860,若,,艸,8,6,,,ジャク、（ニャク）、わか-い、も-しくは,같을 약,1.젊다 2.또는 3.만약 4.같다 5.너
0861,弱,,弓,10,2,,,ジャク、よわ-い、よわ-る、よわ-まる、よわ-める,약할 약,1.약하다 2.스무살 3.젊다 4.힘이없다 5.20세가된남자
0862,寂,,宀,11,S,,,ジャク、（セキ）、さび、さび-しい、さび-れる,고요할 적,1.예스럽고정취(情趣)가있음 2.중세의'幽玄ゆうげん'에서발전하여松尾芭蕉まつおばしょう의俳諧はいかい에서완성된일본문학의기본이념의하나.한적하고인정미넘치는정취미가특색 3.(謡曲ようきょく·語かたり物もの등의)성대를떨면서발음하는저음
0863,手,,手,4,1,,,シュ、て、（た）,손 수,1.팔 2.손 3.손바닥 4.손가락 5.(동물의)앞다리
0864,主,,丶,5,3,,,シュ、（ス）、ぬし、おも,주인 주,1.주 2.(중심이되는)주 3.천주 4.군주 5.주된것
0865,守,,宀,6,3,,,シュ、（ス）、まも-る、も-り,지킬 수,1.지키다 2.벼슬아치 3.벼슬이관위(官位)에해당하지않을정도로높은직위임을나타내는말 4.신불의부적 5.아이보는사람
0866,朱,,木,6,S,,,シュ,붉을 주,1.주홍색 2.'朱肉しゅにく' '朱墨しゅずみ'의준말 3.주묵을사용하여시문에점을찍거나첨삭하는일 4.주자(朱子) 5.붉은빛의안료·칠
0867,取,,又,8,3,,,シュ、と-る,가질 취,⇒접두어'取とり'의변화.(참고)
0868,狩,,犬,9,S,,,シュ、か-る、か-り,사냥할 수,
0869,首,,首,9,2,,,シュ、くび,머리 수,
0870,殊,,歹,10,S,,,シュ、こと,다를 수,
0871,珠,,玉,10,S,,,シュ,구슬 주,
0872,酒,,酉,10,3,,,シュ、さけ、（さか）,술 주,1.술 2.청주
0873,腫,,肉,13,S,2010,,シュ、は-れる、は-らす,종기 종,1.붓다 2.병적인세포조직의증식물 3.부스럼
0874,種,,禾,14,4,,,シュ、たね,씨 종,1.씨 2.심다 3.종류 4.종 5.유(類)에속하는개개의것
0875,趣,,走,15,S,,,シュ、おもむき,뜻 취,1.멋 2.느낌 3.뜻 4.(편지에서) …하다는말씀 5.풍취
0876,寿,壽,士,7,S,,,ジュ、ことぶき,목숨 수,1.장수하다 2.나이 3.축하 4.오래살다 5.목숨
0877,受,,又,8,3,,,ジュ、う-ける、う-かる,받을 수,받다
0878,呪,,口,8,S,2010,,ジュ、のろ-う,빌 주,1.저주 2.액막이하다 3.다라니 4.저주하다 5.푸닥거리하다
0879,授,,手,11,5,,,ジュ、さず-ける、さず-かる,줄 수,1.(윗사람이)주다 2.전하다 3.가르침을받다
0880,需,,雨,14,S,,,ジュ,쓰일/ 쓸 수,1.구하다 2.필요로하다 3.없어서는안되다
0881,儒,,人,16,S,,,ジュ,선비 유,1.부드러움 2.짧다 3.공자의가르침 4.학자 5.약한
0882,樹,,木,16,6,,,ジュ,나무 수,
0883,収,收,攴,4,6,,,シュウ、おさ-める、おさ-まる,거둘 수,1.거두어들이다 2.줄어들다 3.죄인을붙잡다 4.그만두다 5.받아들이다
0884,囚,,囗,5,S,,,シュウ,가둘 수,1.잡다 2.포로 3.감금하다 4.사로잡힌사람 5.잡히다
0885,州,,巛,6,3,,,シュウ、す,고을 주,1.섬 2.나라 3.고대중국에서는천하를아홉개로나누어각각주라하였음 4.옛중국의행정단위 5.옛중국주대(周代)에2
0886,舟,,舟,6,S,,,シュウ、ふね、（ふな）,배 주,
0887,秀,,禾,7,S,,,シュウ、ひい-でる,빼어날 수,
0888,周,,口,8,4,,,シュウ、まわ-り,두루 주,1.돌다 2.골고루미치다 3.자세함 4.둘레 5.널리미치다
0889,宗,,宀,8,6,,,シュウ、ソウ,마루 종,1.묘(廟) 2.본가(本家) 3.우두머리 4.제1인자 5.받들어주장하는가르침
0890,拾,,手,9,3,,,シュウ、ジュウ、ひろ-う,주울 습/ 열 십,
0891,秋,,禾,9,2,,,シュウ、あき,가을 추,가을
0892,臭,臭,自,9,S,,,シュウ、くさ-い、にお-う,냄새 취,1.(나쁜)냄새 2.구리다 3.좋지않다
0893,修,,人,10,5,,,シュウ、（シュ）、おさ-める、おさ-まる,닦을 수,1.닦다 2.장식하다 3.고치다 4.책을만들다 5.깨끗이하다
0894,袖,,衣,10,S,2010,,シュウ、そで,소매 수,1.소매 2.(울타리·대문등의)양옆 3.(무대의)양옆 4.(책상의)소매
0895,終,,糸,11,3,,,シュウ、お-わる、お-える,마칠 종,1.끝나다 2.마지막 3.마침내 4.끝마치다 5.끝
0896,羞,,羊,11,S,2010,,シュウ,부끄러울 수,
0897,習,,羽,11,3,,,シュウ、なら-う,익힐 습,1.배우다 2.버릇 3.연습하다 4.습관 5.익숙해지다
0898,週,,辵,11,2,,,シュウ,돌 주,주
0899,就,,尢,12,6,,,シュウ、（ジュ）、つ-く、つ-ける,나아갈 취,1.가다 2.벼슬자리에앉다 3.성취하다 4.향하여가다 5.일에착수하다
0900,衆,,血,12,6,,,シュウ、（シュ）,무리 중,1.많다 2.여러가지 3.많은사람 4.(일본에서)여러사람에대한높임말 5.승려
0901,集,,隹,12,3,,,シュウ、あつ-まる、あつ-める、つど-う,모을 집,1.모이다 2.문학작품등을모은책 3.모으다
0902,愁,,心,13,S,,,シュウ、うれ-える、うれ-い,근심 수,1.슬퍼하다 2.우울하다 3.근심하다 4.근심 5.걱정
0903,酬,,酉,13,S,,,シュウ,갚을 수,1.(주인이손님에게)술을권하다 2.대답 3.술잔을돌리다 4.응답 5.갚다
0904,醜,,酉,17,S,,,シュウ、みにく-い,추할 추,
0905,蹴,,足,19,S,2010,,シュウ、け-る,찰 축,1.발로차다 2.짓밟다
0906,襲,,衣,22,S,,,シュウ、おそ-う,엄습할 습,1.덮치다 2.물려받다 3.겹치다 4.불의에습격을하다 5.계승하다
0907,十,,十,2,1,,,ジュウ、ジッ、とお、と,열 십,
0908,汁,,水,5,S,1981,,ジュウ、しる,즙 즙,1.즙 2.국 3.(남의힘으로)이득을보다 4.물 5.국물
0909,充,,儿,6,S,,,ジュウ、あ-てる,채울 충,1.가득하다 2.충당하다 3.막다 4.차다 5.메우다
0910,住,,人,7,3,,,ジュウ、す-む、す-まう,살 주,1.살다 2.머무르다 3.멈추다 4.'住職じゅうしょく'의준말 5.거주하다
0911,柔,,木,9,S,,,ジュウ、ニュウ、やわ-らか、やわ-らかい,부드러울 유,1.유약함 2.어설픔 3.가냘픔 4.무름
